Local Authority,Specimen date,Cases (new),Cumulative cases,"Cumulative incidence per 100,000 population",Testing episodes (new),Cumulative testing episodes
Bridgend,05/02/2020,0,0,0,0,0
Bridgend,04/02/2020,0,0,0,0,0
Bridgend,03/02/2020,0,0,0,0,0
Caerphilly,16/10/2020,0,1841,1016.7,2,37262
Caerphilly,15/10/2020,4,1841,1016.7,14,37260
Caerphilly,14/10/2020,9,1837,1014.5,64,37246
Caerphilly,13/10/2020,32,1828,1009.5,256,37182
Caerphilly,12/10/2020,31,1796,991.9,241,36926
Caerphilly,11/10/2020,17,1765,974.7,175,36685
Caerphilly,10/10/2020,27,1748,965.3,175,36510
Caerphilly,09/10/2020,29,1721,950.4,341,36335
Caerphilly,08/10/2020,33,1692,934.4,415,35994
Caerphilly,07/10/2020,52,1659,916.2,429,35579
Caerphilly,06/10/2020,44,1607,887.5,557,35150
Caerphilly,05/10/2020,27,1563,863.2,384,34593
Caerphilly,04/10/2020,24,1536,848.3,200,34209
Caerphilly,03/10/2020,20,1512,835,229,34009
Caerphilly,02/10/2020,14,1492,824,319,33780
Caerphilly,01/10/2020,20,1478,816.2,335,33461
Caerphilly,30/09/2020,18,1458,805.2,371,33126
Caerphilly,29/09/2020,9,1440,795.3,496,32755
Caerphilly,28/09/2020,15,1431,790.3,420,32259
Caerphilly,27/09/2020,14,1416,782,195,31839
Caerphilly,26/09/2020,13,1402,774.3,202,31644
Caerphilly,25/09/2020,18,1389,767.1,391,31442
Caerphilly,24/09/2020,8,1371,757.1,313,31051
Caerphilly,23/09/2020,17,1363,752.7,366,30738
Caerphilly,22/09/2020,11,1346,743.3,517,30372
Caerphilly,21/09/2020,17,1335,737.3,447,29855
Caerphilly,20/09/2020,10,1318,727.9,283,29408
Caerphilly,19/09/2020,12,1308,722.4,312,29125
Caerphilly,18/09/2020,14,1296,715.7,343,28813
Caerphilly,17/09/2020,12,1282,708,520,28470
Caerphilly,16/09/2020,19,1270,701.4,444,27950
Caerphilly,15/09/2020,18,1251,690.9,702,27506
Caerphilly,14/09/2020,37,1233,680.9,825,26804
Caerphilly,13/09/2020,34,1196,660.5,516,25979
Caerphilly,12/09/2020,19,1162,641.7,495,25463
Caerphilly,11/09/2020,29,1143,631.2,739,24968
Caerphilly,10/09/2020,37,1114,615.2,923,24229
Caerphilly,09/09/2020,33,1077,594.8,1269,23306
Caerphilly,08/09/2020,35,1044,576.6,1374,22037
Caerphilly,07/09/2020,29,1009,557.2,1014,20663
Caerphilly,06/09/2020,35,980,541.2,761,19649
Caerphilly,05/09/2020,37,945,521.9,741,18888
Caerphilly,04/09/2020,37,908,501.4,569,18147
Caerphilly,03/09/2020,20,871,481,457,17578
Caerphilly,02/09/2020,19,851,470,481,17121
Caerphilly,01/09/2020,14,832,459.5,449,16640
Caerphilly,31/08/2020,10,818,451.7,172,16191
Caerphilly,30/08/2020,11,808,446.2,181,16019
Caerphilly,29/08/2020,9,797,440.1,158,15838
Caerphilly,28/08/2020,9,788,435.2,229,15680
Caerphilly,27/08/2020,6,779,430.2,274,15451
Caerphilly,26/08/2020,9,773,426.9,266,15177
Caerphilly,25/08/2020,2,764,421.9,282,14911
Caerphilly,24/08/2020,1,762,420.8,166,14629
Caerphilly,23/08/2020,0,761,420.3,82,14463
Caerphilly,22/08/2020,0,761,420.3,84,14381
Caerphilly,21/08/2020,1,761,420.3,148,14297
Caerphilly,20/08/2020,0,760,419.7,135,14149
Caerphilly,19/08/2020,3,760,419.7,134,14014
Caerphilly,18/08/2020,3,757,418.1,142,13880
Caerphilly,17/08/2020,1,754,416.4,178,13738
Caerphilly,16/08/2020,2,753,415.8,66,13560
Caerphilly,15/08/2020,0,751,414.7,88,13494
Caerphilly,14/08/2020,1,751,414.7,164,13406
Caerphilly,13/08/2020,1,750,414.2,122,13242
Caerphilly,12/08/2020,1,749,413.6,117,13120
Caerphilly,11/08/2020,2,748,413.1,157,13003
Caerphilly,10/08/2020,1,746,412,109,12846
Caerphilly,09/08/2020,0,745,411.4,56,12737
Caerphilly,08/08/2020,0,745,411.4,44,12681
Caerphilly,07/08/2020,0,745,411.4,111,12637
Caerphilly,06/08/2020,1,745,411.4,225,12526
Caerphilly,05/08/2020,0,744,410.9,132,12301
Caerphilly,04/08/2020,0,744,410.9,185,12169
Caerphilly,03/08/2020,0,744,410.9,103,11984
Caerphilly,02/08/2020,0,744,410.9,50,11881
Caerphilly,01/08/2020,0,744,410.9,44,11831
Caerphilly,31/07/2020,0,744,410.9,94,11787
Caerphilly,30/07/2020,0,744,410.9,178,11693
Caerphilly,29/07/2020,0,744,410.9,128,11515
Caerphilly,28/07/2020,0,744,410.9,210,11387
Caerphilly,27/07/2020,0,744,410.9,142,11177
Caerphilly,26/07/2020,1,744,410.9,52,11035
Caerphilly,25/07/2020,0,743,410.3,42,10983
Caerphilly,24/07/2020,0,743,410.3,106,10941
Caerphilly,23/07/2020,0,743,410.3,113,10835
Caerphilly,22/07/2020,1,743,410.3,154,10722
Caerphilly,21/07/2020,1,742,409.8,240,10568
Caerphilly,20/07/2020,1,741,409.2,92,10328
Caerphilly,19/07/2020,0,740,408.7,51,10236
Caerphilly,18/07/2020,0,740,408.7,57,10185
Caerphilly,17/07/2020,0,740,408.7,131,10128
Caerphilly,16/07/2020,1,740,408.7,104,9997
Caerphilly,15/07/2020,0,739,408.1,118,9893
Caerphilly,14/07/2020,1,739,408.1,212,9775
Caerphilly,13/07/2020,0,738,407.6,121,9563
Caerphilly,12/07/2020,0,738,407.6,67,9442
Caerphilly,11/07/2020,0,738,407.6,62,9375
Caerphilly,10/07/2020,0,738,407.6,160,9313
Caerphilly,09/07/2020,0,738,407.6,173,9153
Caerphilly,08/07/2020,0,738,407.6,112,8980
Caerphilly,07/07/2020,1,738,407.6,236,8868
Caerphilly,06/07/2020,2,737,407,113,8632
Caerphilly,05/07/2020,0,735,405.9,41,8519
Caerphilly,04/07/2020,1,735,405.9,65,8478
Caerphilly,03/07/2020,2,734,405.4,259,8413
Caerphilly,02/07/2020,0,732,404.3,132,8154
Caerphilly,01/07/2020,0,732,404.3,124,8022
Caerphilly,30/06/2020,3,732,404.3,142,7898
Caerphilly,29/06/2020,0,729,402.6,104,7756
Caerphilly,28/06/2020,1,729,402.6,50,7652
Caerphilly,27/06/2020,1,728,402,42,7602
Caerphilly,26/06/2020,1,727,401.5,96,7560
Caerphilly,25/06/2020,0,726,400.9,164,7464
Caerphilly,24/06/2020,0,726,400.9,96,7300
Caerphilly,23/06/2020,2,726,400.9,159,7204
Caerphilly,22/06/2020,1,724,399.8,107,7045
Caerphilly,21/06/2020,0,723,399.3,63,6938
Caerphilly,20/06/2020,0,723,399.3,48,6875
Caerphilly,19/06/2020,1,723,399.3,85,6827
Caerphilly,18/06/2020,0,722,398.7,150,6742
Caerphilly,17/06/2020,2,722,398.7,81,6592
Caerphilly,16/06/2020,2,720,397.6,285,6511
Caerphilly,15/06/2020,0,718,396.5,62,6226
Caerphilly,14/06/2020,0,718,396.5,98,6164
Caerphilly,13/06/2020,0,718,396.5,56,6066
Caerphilly,12/06/2020,2,718,396.5,185,6010
Caerphilly,11/06/2020,0,716,395.4,84,5825
Caerphilly,10/06/2020,0,716,395.4,124,5741
Caerphilly,09/06/2020,1,716,395.4,143,5617
Caerphilly,08/06/2020,0,715,394.9,114,5474
Caerphilly,07/06/2020,1,715,394.9,86,5360
Caerphilly,06/06/2020,2,714,394.3,197,5274
Caerphilly,05/06/2020,0,712,393.2,178,5077
Caerphilly,04/06/2020,0,712,393.2,136,4899
Caerphilly,03/06/2020,0,712,393.2,96,4763
Caerphilly,02/06/2020,2,712,393.2,101,4667
Caerphilly,01/06/2020,2,710,392.1,106,4566
Caerphilly,31/05/2020,1,708,391,117,4460
Caerphilly,30/05/2020,1,707,390.4,88,4343
Caerphilly,29/05/2020,4,706,389.9,66,4255
Caerphilly,28/05/2020,3,702,387.7,143,4189
Caerphilly,27/05/2020,6,699,386,191,4046
Caerphilly,26/05/2020,0,693,382.7,178,3855
Caerphilly,25/05/2020,3,693,382.7,50,3677
Caerphilly,24/05/2020,2,690,381.1,65,3627
Caerphilly,23/05/2020,7,688,380,190,3562
Caerphilly,22/05/2020,4,681,376.1,184,3372
Caerphilly,21/05/2020,7,677,373.9,106,3188
Caerphilly,20/05/2020,6,670,370,133,3082
Caerphilly,19/05/2020,4,664,366.7,62,2949
Caerphilly,18/05/2020,2,660,364.5,51,2887
Caerphilly,17/05/2020,2,658,363.4,24,2836
Caerphilly,16/05/2020,6,656,362.3,71,2812
Caerphilly,15/05/2020,3,650,359,89,2741
Caerphilly,14/05/2020,3,647,357.3,56,2652
Caerphilly,13/05/2020,0,644,355.7,59,2596
Caerphilly,12/05/2020,1,644,355.7,47,2537
Caerphilly,11/05/2020,2,643,355.1,46,2490
Caerphilly,10/05/2020,0,641,354,36,2444
Caerphilly,09/05/2020,1,641,354,58,2408
Caerphilly,08/05/2020,1,640,353.4,71,2350
Caerphilly,07/05/2020,7,639,352.9,76,2279
Caerphilly,06/05/2020,2,632,349,48,2203
Caerphilly,05/05/2020,8,630,347.9,67,2155
Caerphilly,04/05/2020,3,622,343.5,51,2088
Caerphilly,03/05/2020,3,619,341.8,41,2037
Caerphilly,02/05/2020,3,616,340.2,38,1996
Caerphilly,01/05/2020,6,613,338.5,72,1958
Caerphilly,30/04/2020,6,607,335.2,84,1886
Caerphilly,29/04/2020,3,601,331.9,61,1802
Caerphilly,28/04/2020,7,598,330.2,56,1741
Caerphilly,27/04/2020,7,591,326.4,40,1685
Caerphilly,26/04/2020,5,584,322.5,34,1645
Caerphilly,25/04/2020,8,579,319.8,33,1611
Caerphilly,24/04/2020,7,571,315.3,60,1578
Caerphilly,23/04/2020,12,564,311.5,57,1518
Caerphilly,22/04/2020,10,552,304.8,42,1461
Caerphilly,21/04/2020,15,542,299.3,50,1419
Caerphilly,20/04/2020,17,527,291,51,1369
Caerphilly,19/04/2020,1,510,281.7,20,1318
Caerphilly,18/04/2020,23,509,281.1,59,1298
Caerphilly,17/04/2020,12,486,268.4,46,1239
Caerphilly,16/04/2020,24,474,261.8,68,1193
Caerphilly,15/04/2020,12,450,248.5,53,1125
Caerphilly,14/04/2020,12,438,241.9,31,1072
Caerphilly,13/04/2020,7,426,235.3,29,1041
Caerphilly,12/04/2020,13,419,231.4,26,1012
Caerphilly,11/04/2020,12,406,224.2,31,986
Caerphilly,10/04/2020,14,394,217.6,37,955
Caerphilly,09/04/2020,20,380,209.9,51,918
Caerphilly,08/04/2020,23,360,198.8,46,867
Caerphilly,07/04/2020,17,337,186.1,34,821
Caerphilly,06/04/2020,23,320,176.7,49,787
Caerphilly,05/04/2020,7,297,164,12,738
Caerphilly,04/04/2020,20,290,160.2,34,726
Caerphilly,03/04/2020,19,270,149.1,43,692
Caerphilly,02/04/2020,25,251,138.6,45,649
Caerphilly,01/04/2020,22,226,124.8,49,604
Caerphilly,31/03/2020,21,204,112.7,42,555
Caerphilly,30/03/2020,28,183,101.1,47,513
Caerphilly,29/03/2020,13,155,85.6,35,466
Caerphilly,28/03/2020,12,142,78.4,26,431
Caerphilly,27/03/2020,16,130,71.8,42,405
Caerphilly,26/03/2020,9,114,63,28,363
Caerphilly,25/03/2020,21,105,58,40,335
Caerphilly,24/03/2020,9,84,46.4,31,295
Caerphilly,23/03/2020,9,75,41.4,36,264
Caerphilly,22/03/2020,11,66,36.4,25,228
Caerphilly,21/03/2020,9,55,30.4,29,203
Caerphilly,20/03/2020,4,46,25.4,25,174
Caerphilly,19/03/2020,6,42,23.2,22,149
Caerphilly,18/03/2020,4,36,19.9,9,127
Caerphilly,17/03/2020,5,32,17.7,22,118
Caerphilly,16/03/2020,8,27,14.9,16,96
Caerphilly,15/03/2020,5,19,10.5,15,80
Caerphilly,14/03/2020,3,14,7.7,8,65
Caerphilly,13/03/2020,4,11,6.1,16,57
Caerphilly,12/03/2020,4,7,3.9,11,41
Caerphilly,11/03/2020,2,3,1.7,7,30
Caerphilly,10/03/2020,1,1,0.6,2,23
Caerphilly,09/03/2020,0,0,0,0,21
Caerphilly,08/03/2020,0,0,0,0,21
Caerphilly,07/03/2020,0,0,0,0,21
Caerphilly,06/03/2020,0,0,0,1,21
Caerphilly,05/03/2020,0,0,0,1,20
Caerphilly,04/03/2020,0,0,0,1,19
Caerphilly,03/03/2020,0,0,0,2,18
Caerphilly,02/03/2020,0,0,0,1,16
Caerphilly,01/03/2020,0,0,0,0,15
Caerphilly,29/02/2020,0,0,0,3,15
Caerphilly,28/02/2020,0,0,0,3,12
Caerphilly,27/02/2020,0,0,0,3,9
Caerphilly,26/02/2020,0,0,0,1,6
Caerphilly,25/02/2020,0,0,0,1,5
Caerphilly,24/02/2020,0,0,0,0,4
Caerphilly,23/02/2020,0,0,0,0,4
Caerphilly,22/02/2020,0,0,0,1,4
Caerphilly,21/02/2020,0,0,0,0,3
Caerphilly,20/02/2020,0,0,0,1,3
Caerphilly,19/02/2020,0,0,0,0,2
Caerphilly,18/02/2020,0,0,0,0,2
Caerphilly,17/02/2020,0,0,0,0,2
Caerphilly,16/02/2020,0,0,0,0,2
Caerphilly,15/02/2020,0,0,0,0,2
Caerphilly,14/02/2020,0,0,0,1,2
Caerphilly,13/02/2020,0,0,0,0,1
Caerphilly,12/02/2020,0,0,0,0,1
Caerphilly,11/02/2020,0,0,0,0,1
Caerphilly,10/02/2020,0,0,0,0,1
Caerphilly,09/02/2020,0,0,0,0,1
Caerphilly,08/02/2020,0,0,0,0,1
Caerphilly,07/02/2020,0,0,0,0,1
Caerphilly,06/02/2020,0,0,0,0,1
Caerphilly,05/02/2020,0,0,0,0,1
Caerphilly,04/02/2020,0,0,0,0,1
Caerphilly,03/02/2020,0,0,0,1,1
Cardiff,16/10/2020,1,4838,1318.6,2,71573
Cardiff,15/10/2020,2,4837,1318.3,34,71571
Cardiff,14/10/2020,30,4835,1317.8,190,71537
Cardiff,13/10/2020,153,4805,1309.6,937,71347
Cardiff,12/10/2020,137,4652,1267.9,986,70410
Cardiff,11/10/2020,182,4515,1230.6,637,69424
Cardiff,10/10/2020,135,4333,1181,587,68787
Cardiff,09/10/2020,110,4198,1144.2,927,68200
Cardiff,08/10/2020,130,4088,1114.2,1005,67273
Cardiff,07/10/2020,111,3958,1078.8,947,66268
Cardiff,06/10/2020,123,3847,1048.5,1080,65321
Cardiff,05/10/2020,95,3724,1015,1034,64241
Cardiff,04/10/2020,76,3629,989.1,641,63207
Cardiff,03/10/2020,73,3553,968.4,566,62566
Cardiff,02/10/2020,85,3480,948.5,908,62000
Cardiff,01/10/2020,64,3395,925.3,821,61092
Cardiff,30/09/2020,81,3331,907.9,931,60271
Cardiff,29/09/2020,48,3250,885.8,868,59340
Cardiff,28/09/2020,62,3202,872.7,982,58472
Cardiff,27/09/2020,61,3140,855.8,555,57490
Cardiff,26/09/2020,64,3079,839.2,663,56935
Cardiff,25/09/2020,53,3015,821.7,830,56272
Cardiff,24/09/2020,44,2962,807.3,937,55442
Cardiff,23/09/2020,45,2918,795.3,861,54505
Cardiff,22/09/2020,49,2873,783,799,53644
Cardiff,21/09/2020,24,2824,769.7,816,52845
Cardiff,20/09/2020,18,2800,763.1,587,52029
Cardiff,19/09/2020,28,2782,758.2,571,51442
Cardiff,18/09/2020,19,2754,750.6,800,50871
Cardiff,17/09/2020,30,2735,745.4,754,50071
Cardiff,16/09/2020,20,2705,737.3,763,49317
Cardiff,15/09/2020,15,2685,731.8,752,48554
Cardiff,14/09/2020,16,2670,727.7,787,47802
Cardiff,13/09/2020,8,2654,723.4,469,47015
Cardiff,12/09/2020,15,2646,721.2,469,46546
Cardiff,11/09/2020,10,2631,717.1,661,46077
Cardiff,10/09/2020,14,2621,714.4,809,45416
Cardiff,09/09/2020,13,2607,710.5,709,44607
Cardiff,08/09/2020,5,2594,707,565,43898
Cardiff,07/09/2020,5,2589,705.6,644,43333
Cardiff,06/09/2020,16,2584,704.3,402,42689
Cardiff,05/09/2020,20,2568,699.9,439,42287
Cardiff,04/09/2020,8,2548,694.5,639,41848
Cardiff,03/09/2020,15,2540,692.3,682,41209
Cardiff,02/09/2020,8,2525,688.2,694,40527
Cardiff,01/09/2020,8,2517,686,789,39833
Cardiff,31/08/2020,7,2509,683.8,435,39044
Cardiff,30/08/2020,16,2502,681.9,332,38609
Cardiff,29/08/2020,17,2486,677.6,334,38277
Cardiff,28/08/2020,9,2469,672.9,525,37943
Cardiff,27/08/2020,10,2460,670.5,549,37418
Cardiff,26/08/2020,7,2450,667.8,538,36869
Cardiff,25/08/2020,9,2443,665.8,577,36331
Cardiff,24/08/2020,13,2434,663.4,553,35754
Cardiff,23/08/2020,5,2421,659.8,294,35201
Cardiff,22/08/2020,8,2416,658.5,300,34907
Cardiff,21/08/2020,8,2408,656.3,539,34607
Cardiff,20/08/2020,13,2400,654.1,540,34068
Cardiff,19/08/2020,12,2387,650.6,543,33528
Cardiff,18/08/2020,13,2375,647.3,541,32985
Cardiff,17/08/2020,3,2362,643.8,462,32444
Cardiff,16/08/2020,7,2359,642.9,245,31982
Cardiff,15/08/2020,1,2352,641,233,31737
Cardiff,14/08/2020,2,2351,640.8,449,31504
Cardiff,13/08/2020,4,2349,640.2,436,31055
Cardiff,12/08/2020,3,2345,639.1,291,30619
Cardiff,11/08/2020,5,2342,638.3,365,30328
Cardiff,10/08/2020,1,2337,637,372,29963
Cardiff,09/08/2020,0,2336,636.7,182,29591
Cardiff,08/08/2020,0,2336,636.7,221,29409
Cardiff,07/08/2020,1,2336,636.7,366,29188
Cardiff,06/08/2020,1,2335,636.4,343,28822
Cardiff,05/08/2020,1,2334,636.1,361,28479
Cardiff,04/08/2020,9,2333,635.9,444,28118
Cardiff,03/08/2020,2,2324,633.4,405,27674
Cardiff,02/08/2020,0,2322,632.9,190,27269
Cardiff,01/08/2020,2,2322,632.9,248,27079
Cardiff,31/07/2020,2,2320,632.3,299,26831
Cardiff,30/07/2020,1,2318,631.8,240,26532
Cardiff,29/07/2020,1,2317,631.5,280,26292
Cardiff,28/07/2020,0,2316,631.2,321,26012
Cardiff,27/07/2020,0,2316,631.2,297,25691
Cardiff,26/07/2020,0,2316,631.2,195,25394
Cardiff,25/07/2020,0,2316,631.2,155,25199
Cardiff,24/07/2020,3,2316,631.2,289,25044
Cardiff,23/07/2020,2,2313,630.4,361,24755
Cardiff,22/07/2020,2,2311,629.9,336,24394
Cardiff,21/07/2020,6,2309,629.3,383,24058
Cardiff,20/07/2020,2,2303,627.7,308,23675
Cardiff,19/07/2020,0,2301,627.1,200,23367
Cardiff,18/07/2020,0,2301,627.1,167,23167
Cardiff,17/07/2020,1,2301,627.1,350,23000
Cardiff,16/07/2020,1,2300,626.9,287,22650
Cardiff,15/07/2020,3,2299,626.6,357,22363
Cardiff,14/07/2020,1,2296,625.8,324,22006
Cardiff,13/07/2020,0,2295,625.5,297,21682
Cardiff,12/07/2020,1,2295,625.5,141,21385
Cardiff,11/07/2020,0,2294,625.2,219,21244
Cardiff,10/07/2020,2,2294,625.2,300,21025
Cardiff,09/07/2020,0,2292,624.7,402,20725
Cardiff,08/07/2020,0,2292,624.7,376,20323
Cardiff,07/07/2020,2,2292,624.7,334,19947
Cardiff,06/07/2020,2,2290,624.1,274,19613
Cardiff,05/07/2020,2,2288,623.6,142,19339
Cardiff,04/07/2020,1,2286,623.1,190,19197
Cardiff,03/07/2020,2,2285,622.8,328,19007
Cardiff,02/07/2020,2,2283,622.2,363,18679
Cardiff,01/07/2020,1,2281,621.7,309,18316
Cardiff,30/06/2020,2,2280,621.4,441,18007
Cardiff,29/06/2020,3,2278,620.9,263,17566
Cardiff,28/06/2020,4,2275,620.1,132,17303
Cardiff,27/06/2020,10,2271,619,170,17171
Cardiff,26/06/2020,1,2261,616.2,232,17001
Cardiff,25/06/2020,3,2260,616,284,16769
Cardiff,24/06/2020,2,2257,615.1,212,16485
Cardiff,23/06/2020,2,2255,614.6,273,16273
Cardiff,22/06/2020,6,2253,614.1,198,16000
Cardiff,21/06/2020,4,2247,612.4,103,15802
Cardiff,20/06/2020,2,2243,611.3,134,15699
Cardiff,19/06/2020,3,2241,610.8,180,15565
Cardiff,18/06/2020,6,2238,610,180,15385
Cardiff,17/06/2020,4,2232,608.3,157,15205
Cardiff,16/06/2020,4,2228,607.2,193,15048
Cardiff,15/06/2020,4,2224,606.2,199,14855
Cardiff,14/06/2020,1,2220,605.1,181,14656
Cardiff,13/06/2020,5,2219,604.8,165,14475
Cardiff,12/06/2020,4,2214,603.4,272,14310
Cardiff,11/06/2020,5,2210,602.3,233,14038
Cardiff,10/06/2020,2,2205,601,314,13805
Cardiff,09/06/2020,11,2203,600.4,288,13491
Cardiff,08/06/2020,12,2192,597.4,267,13203
Cardiff,07/06/2020,4,2180,594.2,178,12936
Cardiff,06/06/2020,6,2176,593.1,264,12758
Cardiff,05/06/2020,3,2170,591.4,350,12494
Cardiff,04/06/2020,10,2167,590.6,302,12144
Cardiff,03/06/2020,16,2157,587.9,242,11842
Cardiff,02/06/2020,13,2141,583.5,259,11600
Cardiff,01/06/2020,10,2128,580,305,11341
Cardiff,31/05/2020,8,2118,577.3,285,11036
Cardiff,30/05/2020,8,2110,575.1,273,10751
Cardiff,29/05/2020,10,2102,572.9,326,10478
Cardiff,28/05/2020,18,2092,570.2,359,10152
Cardiff,27/05/2020,13,2074,565.3,279,9793
Cardiff,26/05/2020,7,2061,561.7,217,9514
Cardiff,25/05/2020,11,2054,559.8,346,9297
Cardiff,24/05/2020,12,2043,556.8,241,8951
Cardiff,23/05/2020,20,2031,553.6,290,8710
Cardiff,22/05/2020,11,2011,548.1,245,8420
Cardiff,21/05/2020,14,2000,545.1,330,8175
Cardiff,20/05/2020,14,1986,541.3,225,7845
Cardiff,19/05/2020,17,1972,537.5,180,7620
Cardiff,18/05/2020,9,1955,532.8,119,7440
Cardiff,17/05/2020,7,1946,530.4,103,7321
Cardiff,16/05/2020,10,1939,528.5,155,7218
Cardiff,15/05/2020,16,1929,525.8,195,7063
Cardiff,14/05/2020,6,1913,521.4,90,6868
Cardiff,13/05/2020,8,1907,519.8,143,6778
Cardiff,12/05/2020,13,1899,517.6,136,6635
Cardiff,11/05/2020,12,1886,514,93,6499
Cardiff,10/05/2020,14,1874,510.8,215,6406
Cardiff,09/05/2020,10,1860,506.9,73,6191
Cardiff,08/05/2020,9,1850,504.2,108,6118
Cardiff,07/05/2020,17,1841,501.8,114,6010
Cardiff,06/05/2020,11,1824,497.1,115,5896
Cardiff,05/05/2020,13,1813,494.1,135,5781
Cardiff,04/05/2020,9,1800,490.6,113,5646
Cardiff,03/05/2020,9,1791,488.1,74,5533
Cardiff,02/05/2020,19,1782,485.7,134,5459
Cardiff,01/05/2020,25,1763,480.5,164,5325
Cardiff,30/04/2020,31,1738,473.7,134,5161
Cardiff,29/04/2020,11,1707,465.2,107,5027
Cardiff,28/04/2020,27,1696,462.2,130,4920
Cardiff,27/04/2020,14,1669,454.9,88,4790
Cardiff,26/04/2020,14,1655,451.1,80,4702
Cardiff,25/04/2020,27,1641,447.3,70,4622
Cardiff,24/04/2020,25,1614,439.9,87,4552
Cardiff,23/04/2020,31,1589,433.1,117,4465
Cardiff,22/04/2020,37,1558,424.6,121,4348
Cardiff,21/04/2020,35,1521,414.6,149,4227
Cardiff,20/04/2020,44,1486,405,120,4078
Cardiff,19/04/2020,30,1442,393,83,3958
Cardiff,18/04/2020,37,1412,384.8,102,3875
Cardiff,17/04/2020,41,1375,374.8,125,3773
Cardiff,16/04/2020,50,1334,363.6,136,3648
Cardiff,15/04/2020,45,1284,350,128,3512
Cardiff,14/04/2020,60,1239,337.7,135,3384
Cardiff,13/04/2020,46,1179,321.3,105,3249
Cardiff,12/04/2020,40,1133,308.8,80,3144
Cardiff,11/04/2020,44,1093,297.9,85,3064
Cardiff,10/04/2020,47,1049,285.9,110,2979
Cardiff,09/04/2020,79,1002,273.1,148,2869
Cardiff,08/04/2020,64,923,251.6,150,2721
Cardiff,07/04/2020,75,859,234.1,153,2571
Cardiff,06/04/2020,77,784,213.7,146,2418
Cardiff,05/04/2020,29,707,192.7,71,2272
Cardiff,04/04/2020,46,678,184.8,97,2201
Cardiff,03/04/2020,64,632,172.3,126,2104
Cardiff,02/04/2020,84,568,154.8,190,1978
Cardiff,01/04/2020,72,484,131.9,156,1788
Cardiff,31/03/2020,59,412,112.3,141,1632
Cardiff,30/03/2020,55,353,96.2,161,1491
Cardiff,29/03/2020,29,298,81.2,78,1330
Cardiff,28/03/2020,39,269,73.3,86,1252
Cardiff,27/03/2020,33,230,62.7,113,1166
Cardiff,26/03/2020,34,197,53.7,122,1053
Cardiff,25/03/2020,29,163,44.4,120,931
Cardiff,24/03/2020,19,134,36.5,114,811
Cardiff,23/03/2020,25,115,31.3,103,697
Cardiff,22/03/2020,11,90,24.5,53,594
Cardiff,21/03/2020,13,79,21.5,89,541
Cardiff,20/03/2020,11,66,18,74,452
Cardiff,19/03/2020,15,55,15,83,378
Cardiff,18/03/2020,7,40,10.9,20,295
Cardiff,17/03/2020,11,33,9,74,275
Cardiff,16/03/2020,7,22,6,28,201
Cardiff,15/03/2020,6,15,4.1,28,173
Cardiff,14/03/2020,4,9,2.5,20,145
Cardiff,13/03/2020,0,5,1.4,21,125
Cardiff,12/03/2020,1,5,1.4,14,104
Cardiff,11/03/2020,1,4,1.1,9,90
Cardiff,10/03/2020,1,3,0.8,1,81
Cardiff,09/03/2020,1,2,0.5,1,80
Cardiff,08/03/2020,0,1,0.3,0,79
Cardiff,07/03/2020,0,1,0.3,0,79
Cardiff,06/03/2020,0,1,0.3,4,79
Cardiff,05/03/2020,0,1,0.3,7,75
Cardiff,04/03/2020,1,1,0.3,8,68
Cardiff,03/03/2020,0,0,0,8,60
Cardiff,02/03/2020,0,0,0,6,52
Cardiff,01/03/2020,0,0,0,5,46
Cardiff,29/02/2020,0,0,0,5,41
Cardiff,28/02/2020,0,0,0,3,36
Cardiff,27/02/2020,0,0,0,7,33
Cardiff,26/02/2020,0,0,0,4,26
Cardiff,25/02/2020,0,0,0,1,22
Cardiff,24/02/2020,0,0,0,2,21
Cardiff,23/02/2020,0,0,0,2,19
Cardiff,22/02/2020,0,0,0,0,17
Cardiff,21/02/2020,0,0,0,0,17
Cardiff,20/02/2020,0,0,0,1,17
Cardiff,19/02/2020,0,0,0,1,16
Cardiff,18/02/2020,0,0,0,0,15
Cardiff,17/02/2020,0,0,0,2,15
Cardiff,16/02/2020,0,0,0,0,13
Cardiff,15/02/2020,0,0,0,0,13
Cardiff,14/02/2020,0,0,0,1,13
Cardiff,13/02/2020,0,0,0,0,12
Cardiff,12/02/2020,0,0,0,0,12
Cardiff,11/02/2020,0,0,0,0,12
Cardiff,10/02/2020,0,0,0,0,12
Cardiff,09/02/2020,0,0,0,2,12
Cardiff,08/02/2020,0,0,0,4,10
Cardiff,07/02/2020,0,0,0,3,6
Cardiff,06/02/2020,0,0,0,0,3
Cardiff,05/02/2020,0,0,0,0,3
Cardiff,04/02/2020,0,0,0,2,3
Cardiff,03/02/2020,0,0,0,1,1
Carmarthenshire,16/10/2020,0,1419,751.7,2,35826
Carmarthenshire,15/10/2020,6,1419,751.7,44,35824
Carmarthenshire,14/10/2020,3,1413,748.5,58,35780
Carmarthenshire,13/10/2020,14,1410,746.9,256,35722
Carmarthenshire,12/10/2020,21,1396,739.5,252,35466
Carmarthenshire,11/10/2020,16,1375,728.4,138,35214
Carmarthenshire,10/10/2020,17,1359,719.9,185,35076
Carmarthenshire,09/10/2020,25,1342,710.9,530,34891
Carmarthenshire,08/10/2020,38,1317,697.7,450,34361
Carmarthenshire,07/10/2020,23,1279,677.5,457,33911
